ID,TEA Random
1663,TEA Helsingborgs IF reserves
1664,TEA Helsingborgs IF youth team
1665,TEA Helsingborgs reserves
1666,TEA Helsingborgs youth team
1667,TEA Henan Jianye - China
1668,TEA Henan Jianye reserves
1669,TEA Henan Jianye youth team
1670,TEA Hengfeng - China
1671,TEA Henyan Jianye - China
1672,TEA Heracles - Holland
1673,TEA Hercules - Spain
1674,TEA Herediano - Costa Rica
1675,TEA Hereford - England
1676,TEA Hereford United - England
1677,TEA Herfolge - Denmark
1678,TEA Herold Admira - Latvia
1679,TEA Hertha Berlin - Germany
1680,TEA Hertha Berlin reserves
1681,TEA Hertha Berlin youth team
1682,TEA HFC Haarlem - Holland
1683,TEA Hibernian - Scotland
1684,TEA Hibernian reserves
1685,TEA Hibernian youth team
1686,TEA Highlanders - Zimbabwe
1687,TEA Histon - England
1688,TEA HIT Gorica - Slovenia
1689,TEA HJK Helsinki - Finland
1690,TEA HJK Helsinki reserves
1691,TEA HJK Helsinki youth team
1692,TEA HK - Iceland
1693,TEA HLM - Senegal
1694,TEA HNK Cibalia - Croatia
1695,TEA HNK Sibenik - Croatia
1696,TEA Hoffenheim - Germany
1697,TEA Hoffenheim reserves
1698,TEA Hoffenheim youth team
1699,TEA Holstein Kiel - Germany
1700,TEA Honefoss - Norway
1701,TEA Honved - Hungary
1702,TEA Honved reserves
1703,TEA Honved youth team
1704,TEA Horsens - Denmark
1705,TEA Hospitalet - Cameroon
1706,TEA Houston Dynamo - America
1707,TEA Houston Dynamo reserves
1708,TEA Houston Dynamo youth team
1709,TEA Hradec - Czech Rep
1710,TEA Hrvatski - Croatia
1711,TEA Hrvatski Dragovoljak - Croatia
1712,TEA Huachipato - Chile
1713,TEA Huddersfield - England
1714,TEA Huddersfield Town - England
1715,TEA Huelva - Spain
1716,TEA Huizen - Holland
1717,TEA Hull City - England
1718,TEA Humenne - Slovakia
1719,TEA Huracan - Argentina
1720,TEA HUS Agadir - Morocco
1721,TEA Hussein Dey - Algeria
1722,TEA Hwange - Zimbabwe
1723,TEA I Cardiff - Wales
1724,TEA I Ljubljana - Slovenia
1725,TEA IA - Iceland
1726,TEA IBK - Iceland
1727,TEA IE - Liberia
1728,TEA IF Brommapojkarna - Sweden
1729,TEA IF Elfsborg - Holland
1730,TEA IF Elfsborg - Sweden
1731,TEA IF Elfsborg reserves
1732,TEA IF Elfsborg youth team
1733,TEA IFK Gothenburg - Sweden
1734,TEA IFK Gothenburg reserves
1735,TEA IFK Gothenburg youth team
1736,TEA IFK Mariehamn - Finland
1737,TEA IFK Norrkoping - Holland
1738,TEA IFK Norrkoping - Sweden
1739,TEA IFK Norrkoping reserves
1740,TEA IFK Norrkoping youth team
1741,TEA IK Start - Norway
1742,TEA Incheon United - South Korea
1743,TEA Incheon Utd - South Korea
1744,TEA Independ'nte - Argentina
1745,TEA Independiente - Argentina
1746,TEA Independiente Medellin - Columbia
1747,TEA Ingolstadt - Germany
1748,TEA Innsbruck - Austria
1749,TEA Inspac Rapatona - Guinea
1750,TEA Institute FC - N Ireland
1751,TEA Instituto - Argentina
1752,TEA Inter Cardiff - Wales
1753,TEA Inter Miami - America
1754,TEA Inter Miami reserves
1755,TEA Inter Miami youth team
1756,TEA Inter Milan - Italy
1757,TEA Inter Milan reserves
1758,TEA Inter Milan youth team
1759,TEA Inter Turku - Finland
1760,TEA Inter Turku reserves
1761,TEA Inter Turku youth team
1762,TEA Inter Zapresic - Croatia
1763,TEA Interblock Ljubljana - Slovenia
1764,TEA Interclube - Angola
1765,TEA Internac'l - Brazil
1766,TEA Internac'l reserves
1767,TEA Internac'l youth team
1768,TEA Internac`l - Brazil
1769,TEA Internacional - Brazil
1770,TEA Internacional reserves
1771,TEA Internacional youth team
1772,TEA Internazionale - Italy
1773,TEA Internazionale reserves
1774,TEA Internazionale youth team
1775,TEA Inverness - Scotland
1776,TEA Ionikos - Greece
1777,TEA Ipswich - England
1778,TEA Ipswich reserves
1779,TEA Ipswich Town - England
1780,TEA Ipswich Town reserves
1781,TEA Ipswich Town youth team
1782,TEA Ipswich youth team
1783,TEA Iraklis - Greece
1784,TEA Irkutsk - Russia
1785,TEA Iskra-Stali Ribnita - Moldova
1786,TEA Ismaily - Egypt
1787,TEA Issia Wazi - Ivory Coast
1788,TEA Istanbul Basaksehir - Turkey
1789,TEA Istanbul Basaksehir reserves
1790,TEA Istanbul Basaksehir youth team
1791,TEA Istanbulspor - Russia
1792,TEA Istanbulspor - Turkey
1793,TEA Istres - France
1794,TEA Italiano - Chile
1795,TEA Itesalet - Egypt
1796,TEA IZ Khemisset - Morocco
1797,TEA Jablonec - Czech Rep
1798,TEA Jabloteh - Trinidad
1799,TEA Jagiellonia - Poland
1800,TEA Jagiellonia Bialystok - Poland
1801,TEA Jaguares - Mexico
1802,TEA Jaguares de Chiapas - Mexico
1803,TEA Jasmine - Liberia
1804,TEA Jasmine Rangers - Liberia
1805,TEA Jasper Utd - Nigeria
1806,TEA JCA - Ivory Coast
1807,TEA Jeanne d'Arc - Senegal
1808,TEA JEF United - Japan
1809,TEA Jeju United - South Korea
1810,TEA Jeju Utd - South Korea
1811,TEA Jelgava - Latvia
1812,TEA Jelgava reserves
1813,TEA Jelgava youth team
1814,TEA Jendouba - Tunisia
1815,TEA Jendouba Sport - Tunisia
1816,TEA Jeonbuk - South Korea
1817,TEA Jeonbuk Hyundai Motors - South Korea
1818,TEA Jiangsu Suning - China
1819,TEA Jiangsu Suning reserves
1820,TEA Jiangsu Suning youth team
1821,TEA Jigawa - Nigeria
1822,TEA Jigawa Golden Stars - Nigeria
1823,TEA Jihlava - Czech Rep
1824,TEA Jiul - Romania
1825,TEA Joe Public - Trinidad
1826,TEA Jomo Cosmos - South Africa
1827,TEA Jose Galvez - Peru
1828,TEA JS Kabylie - Algeria
1829,TEA JS Massira - Morocco
1830,TEA JSM Bejaia - Algeria
1831,TEA Jubilo Iwata - Japan
1832,TEA Jugomagnat - Macedonia
1833,TEA Jujuy - Argentina
1834,TEA JUTH - Nigeria
1835,TEA Juventud - Uruguay
1836,TEA Juventude - Brazil
1837,TEA Juventus - Italy
1838,TEA Juventus reserves
1839,TEA Juventus youth team
1840,TEA K Chiefs - South Africa
1841,TEA K Frontale - Japan
1842,TEA K Harriers - England
1843,TEA K Reysol - Japan
1844,TEA K Tallinn - Estonia
1845,TEA K University - South Korea
1846,TEA K'slautern - Germany
1847,TEA K'slautern reserves
1848,TEA K'slautern youth team
1849,TEA Kabuscorp - Angola
1850,TEA Kabwe - Zambia
1851,TEA Kabwe Warriors - Zambia
1852,TEA KAC de Kenitra - Morocco
1853,TEA KAC Marrakesh - Morocco
1854,TEA Kaiserslautern - Germany
1855,TEA Kaiserslautern reserves
1856,TEA Kaiserslautern youth team
1857,TEA Kaizer Chiefs - South Africa
1858,TEA Kakata - Liberia
1859,TEA Kalev Tallinn - Estonia
1860,TEA Kallithea - Greece
1861,TEA Kalmar FF - Sweden
1862,TEA KamAZ - Russia
1863,TEA KamAZ Naberezhnye Chelny - Russia
1864,TEA Kano Pillars - Nigeria
1865,TEA Kansas City - America
1866,TEA Kansas City reserves
1867,TEA Kansas City youth team
1868,TEA Kaolack - Senegal
1869,TEA Kaposvar - Hungary
1870,TEA Karlsruhe - Germany
1871,TEA Karlsruhe reserves
1872,TEA Karlsruhe SC - Germany
1873,TEA Karlsruhe SC reserves
1874,TEA Karlsruhe SC youth team
1875,TEA Karlsruhe youth team
1876,TEA Karn Utd - Liberia
1877,TEA Karnten - Austria
1878,TEA Karpaty - Ukraine
1879,TEA Kashima - Japan
1880,TEA Kashima Antlers - Japan
1881,TEA Kashima Antlers reserves
1882,TEA Kashima Antlers youth team
1883,TEA Kashima reserves
1884,TEA Kashima youth team
1885,TEA Kashiwa Reysol - Japan
1886,TEA Kasimpasa - Turkey
1887,TEA Kastrioti - Albania
1888,TEA Katowice - Poland
1889,TEA Katwijk - Holland
1890,TEA Kavala - Greece
1891,TEA Kawasaki - Japan
1892,TEA Kawasaki Frontale - Japan
1893,TEA Kawasaki Frontale reserves
1894,TEA Kawasaki Frontale youth team
1895,TEA Kawasaki reserves
1896,TEA Kawasaki youth team
1897,TEA Kayserispor - Turkey
1898,TEA Keflavik - Iceland
1899,TEA Kerulet - Hungary
1900,TEA Kettering - England
1901,TEA Kettering Town - England
1902,TEA Khabarovsk - Russia
1903,TEA Kharkiv - Ukraine
1904,TEA Khemisset - Morocco
1905,TEA Khourigba - Morocco
1906,TEA Kidderminster Harriers - England
1907,TEA Kielce - Poland
1908,TEA Kilkenny - Irish Rep
1909,TEA Kilmarnock - Scotland
1910,TEA Kilmarnock reserves
1911,TEA Kilmarnock youth team
1912,TEA Kim Vitebsk - Belarus
1913,TEA Kitwe Utd - Zambia
1914,TEA Kladno - Czech Rep
1915,TEA Koblenz - Germany
1916,TEA Kocaelispor - Turkey
1917,TEA Kolkheti - Georgia
1918,TEA Kolkheti 1913 - Georgia
1919,TEA Kongsvinger - Norway
1920,TEA Konkola - Zambia
1921,TEA Konkola Blades - Zambia
1922,TEA Konyaspor - Turkey
1923,TEA KooTeePee - Finland
1924,TEA Korea University - South Korea
1925,TEA Korhogo - Ivory Coast
1926,TEA Korona Kielce - Poland
1927,TEA Korrtan - Slovenia
1928,TEA Kortrijk - Belgium
1929,TEA Kosice - Slovakia
1930,TEA KR - Iceland
1931,TEA Krasnodar - Russia
1932,TEA Krasnodar reserves
1933,TEA Krasnodar youth team
1934,TEA Kroum - Egypt
1935,TEA Krylya Sovetov - Russia
1936,TEA Krylya Sovetov reserves
1937,TEA Krylya Sovetov youth team
1938,TEA Kryvbas - Ukraine
1939,TEA Kuban - Russia
1940,TEA Kuban Krasnodar - Russia
1941,TEA Kuopian PS - Finland
1942,TEA Kuzbass - Russia
1943,TEA Kwara United - Nigeria
1944,TEA Kyiv Dynamo - Belarus
1945,TEA Kyoto Purple - Japan
1946,TEA Kyoto Purple Sanga - Japan
1947,TEA L Celtic - Zambia
1948,TEA L Distillery - N Ireland
1949,TEA L Dynamos - Zambia
1950,TEA L Huludao - China
1951,TEA L Lovech - Bulgaria
1952,TEA L Orient - England
1953,TEA L Orient reserves
1954,TEA L Orient youth team
1955,TEA L Sofia - Bulgaria
1956,TEA L Tallinn - Estonia
1957,TEA L Tblisi - Georgia
1958,TEA La Equidad - Columbia
1959,TEA LA Galaxy - America
1960,TEA LA Galaxy reserves
1961,TEA LA Galaxy youth team
1962,TEA La Louviere - Belgium
1963,TEA La Plata - Argentina
1964,TEA La Serena - Chile
1965,TEA Laci - Albania
1966,TEA Lagoke FC - Ivory Coast
1967,TEA Lancashire - Zimbabwe
1968,TEA Lancashire Steel - Zimbabwe
1969,TEA Landskrona - Sweden
1970,TEA Landskrona Bois - Sweden
1971,TEA Lantana Tallinn - Estonia
1972,TEA Lanus - Argentina
1973,TEA Lanus reserves
1974,TEA Lanus youth team
1975,TEA Larne - N Ireland
1976,TEA Las Palmas - Spain
1977,TEA Las Palmas reserves
1978,TEA Las Palmas youth team
1979,TEA LASK Linz - Austria
1980,TEA LASK Linz reserves
1981,TEA LASK Linz youth team
1982,TEA Lasnamae - Estonia
1983,TEA Lausanne - Switzerland
1984,TEA Laval - France
1985,TEA Lawn Tennis - Peru
1986,TEA Lazio - Italy
1987,TEA Lazio reserves
1988,TEA Lazio youth team
1989,TEA Le Harve - France
1990,TEA Le Harve reserves
1991,TEA Le Harve youth team
1992,TEA Le Mans - France
1993,TEA Leca - Portugal
1994,TEA Lecce - Italy
1995,TEA Lecce reserves
1996,TEA Lecce youth team
1997,TEA Lech Poznan - Poland
1998,TEA Lech Poznan reserves
1999,TEA Lech Poznan youth team
2000,TEA Leeds - England
2001,TEA Leeds reserves
2002,TEA Leeds United - England
2003,TEA Leeds United reserves
2004,TEA Leeds United youth team
2005,TEA Leeds youth team
2006,TEA Leganes - Spain
2007,TEA Legia - Poland
2008,TEA Legia reserves
2009,TEA Legia Warsaw - Poland
2010,TEA Legia Warsaw reserves
2011,TEA Legia Warsaw youth team
2012,TEA Legia youth team
2013,TEA Leicester - England
2014,TEA Leicester City - England
2015,TEA Leicester City reserves
2016,TEA Leicester City youth team
2017,TEA Leicester reserves
2018,TEA Leicester youth team
2019,TEA Leiftur - Iceland
2020,TEA Leipzig - Germany
2021,TEA Leipzig reserves
2022,TEA Leipzig youth team
2023,TEA Leiria - Portugal
2024,TEA Leithen - Scotland
2025,TEA Leixoes - Portugal
2026,TEA Lelle SK - Estonia
2027,TEA Lengthens - Zimbabwe
2028,TEA Leon - Mexico
2029,TEA Les Astres - Cameroon
2030,TEA Les Astres de Douala - Cameroon
2031,TEA Les Chamois - France
2032,TEA Leuven - Belgium
2033,TEA Levadia - Estonia
2034,TEA Levadiakos - Greece
2035,TEA Levante - Spain
2036,TEA Levante Deportiva - Spain
2037,TEA Levante Deportiva reserves
2038,TEA Levante Deportiva youth team
2039,TEA Levante reserves
2040,TEA Levante youth team
2041,TEA Leverkusen - Germany
2042,TEA Leverkusen reserves
2043,TEA Leverkusen youth team
2044,TEA Levski Sofia - Bulgaria
2045,TEA Levski Sofia reserves
2046,TEA Levski Sofia youth team
2047,TEA Leyton Orient - England
2048,TEA Leyton Orient reserves
2049,TEA Leyton Orient youth team
2050,TEA Lianing Huludao - China
2051,TEA Liaoning - China
2052,TEA Liaoning Fushun - China
2053,TEA Liberec - Czech Rep
2054,TEA Liberia - Costa Rica
2055,TEA Libertad - Paraguay
2056,TEA Liberty - Nigeria
2057,TEA Libolo - Angola
2058,TEA Lierse - Belgium
2059,TEA Lille - France
2060,TEA Lille OSC - France
2061,TEA Lille OSC reserves
2062,TEA Lille OSC youth team
2063,TEA Lille reserves
2064,TEA Lille youth team
2065,TEA Lillestrom - Norway
2066,TEA Lillestrom reserves
2067,TEA Lillestrom youth team
2068,TEA Limavady United - N Ireland
2069,TEA Limavady Utd - N Ireland
2070,TEA Limon - Costa Rica
2071,TEA Lincoln City - England
2072,TEA Linfield - N Ireland
2073,TEA Linfield reserves
2074,TEA Linfield youth team
2075,TEA Linlithgow - Scotland
2076,TEA Linlithgow Rose FC - Scotland
2077,TEA Lion Ngoma - Cameroon
2078,TEA Lisburn Distillery - N Ireland
2079,TEA LISCR - Liberia
2080,TEA Litex Lovech - Bulgaria
2081,TEA Livar - Slovenia
2082,TEA Liverpool - England
2083,TEA Liverpool reserves
2084,TEA Liverpool youth team
2085,TEA Livingston - Scotland
2086,TEA Livorno - Italy
2087,TEA Livorno Calcio - Italy
2088,TEA Livorno Calcio reserves
2089,TEA Livorno Calcio youth team
2090,TEA Livorno reserves
2091,TEA Livorno youth team
2092,TEA LKS Lodz - Poland
2093,TEA Llanelli - Wales
2094,TEA Llangefni - Wales
2095,TEA Llangefni Town - Wales
2096,TEA Lleida - Spain
2097,TEA Lobi Stars - Nigeria
2098,TEA Loco Basarabeasca - Moldova
2099,TEA Logrones - Spain
2100,TEA Lok Plovdiv - Bulgaria
2101,TEA Lokeren - Belgium
2102,TEA Lokeren reserves
2103,TEA Lokeren youth team
2104,TEA Lokomotiv - Russia
2105,TEA Lokomotiv Moscow - Russia
2106,TEA Lokomotiv Moscow reserves
2107,TEA Lokomotiv Moscow youth team
2108,TEA Lokomotiv Plovdiv - Bulgaria
2109,TEA Lokomotiv reserves
2110,TEA Lokomotiv Sofia - Bulgaria
2111,TEA Lokomotiv Tblisi - Georgia
2112,TEA Lokomotiv youth team
2113,TEA Lommel - Belgium
2114,TEA Longford - Irish Rep
2115,TEA Longford Town - Irish Rep
2116,TEA Lorient - France
2117,TEA Lorient 56 - France
2118,TEA Lorient 56 reserves
2119,TEA Lorient 56 youth team
2120,TEA Lorient reserves
2121,TEA Lorient youth team
2122,TEA Los Angeles FC - America
2123,TEA Los Angeles FC reserves
2124,TEA Los Angeles FC youth team
2125,TEA Los Angeles Galaxy - America
2126,TEA Los Angeles Galaxy reserves
2127,TEA Los Angeles Galaxy youth team
2128,TEA Louhans - France
2129,TEA Louhans Cuiseaux - France
2130,TEA Lov-Ham - Norway
2131,TEA Luanshya - Zambia
2132,TEA Luanshya Utd - Zambia
2133,TEA Lucchese - Italy
2134,TEA Luch Energia - Latvia
2135,TEA Luch-Energia Vladivostok - Russia
2136,TEA Ludogorets - Bulgaria
2137,TEA Ludogorets Razgrad - Bulgaria
2138,TEA Lugand - Switzerland
2139,TEA Lugano - Switzerland
2140,TEA Lugansk - Ukraine
2141,TEA Luhansk - Ukraine
2142,TEA Lusaka Celtic - Zambia
2143,TEA Lusaka Dynamos - Zambia
2144,TEA Lushnja - Albania
2145,TEA Lustenau - Austria
2146,TEA Luton Town - England
2147,TEA Luzern - Switzerland
2148,TEA Lyn - Norway
2149,TEA Lyn Oslo - Norway
2150,TEA Lyngby - Denmark
2151,TEA Lyngby BK - Denmark
2152,TEA Lyon - France
2153,TEA Lyon reserves
2154,TEA Lyon youth team
2155,TEA M Haifa - Israel
2156,TEA M Herzliya - Israel
2157,TEA M Jaffa - Israel
2158,TEA M Lucani - Serbia
2159,TEA M Netanya - Israel
2160,TEA M Tblisi - Georgia
2161,TEA M Wanderers - Uruguay
2162,TEA M Zostafoni - Georgia
2163,TEA M'skamerate - Norway
2164,TEA MA Tetouan - Morocco
2165,TEA Maag - Estonia
2166,TEA Maag Tammeka - Estonia
2167,TEA Maastricht - Holland
2168,TEA Maccabi Haifa - Israel
2169,TEA Maccabi Herzliya - Israel
2170,TEA Maccabi Jaffa - Israel
2171,TEA Maccabi Netanya - Israel
2172,TEA Maccabi Petach Tikva - Israel
2173,TEA Maccabi Tel Aviv - Israel
2174,TEA Macclesfield - England
2175,TEA Macclesfield Town - England
2176,TEA Madang Flying Fox - Guinea
2177,TEA Madeira - Portugal
2178,TEA Maidenhead - England
2179,TEA Mainz - Germany
2180,TEA Mainz reserves
2181,TEA Mainz youth team
2182,TEA Makedonja - Macedonia
2183,TEA Malaga - Spain
2184,TEA Malaga reserves
2185,TEA Malaga youth team
2186,TEA Malavan - Iran
2187,TEA Mallorca - Spain
2188,TEA Mallorca reserves
2189,TEA Mallorca youth team
2190,TEA Malmo - Sweden
2191,TEA Malmo FF - Sweden
2192,TEA Malmo FF reserves
2193,TEA Malmo FF youth team
2194,TEA Malmo reserves
2195,TEA Malmo youth team
2196,TEA Mamelodi - South Africa
2197,TEA Mamelodi Sundowns - South Africa
2198,TEA Man City - England
2199,TEA Man City reserves
2200,TEA Man City youth team
2201,TEA Man Utd - England
2202,TEA Man Utd reserves
2203,TEA Man Utd youth team
2204,TEA Manchester City - England
2205,TEA Manchester City reserves
2206,TEA Manchester City youth team
2207,TEA Manchester United - England
2208,TEA Manchester United reserves
2209,TEA Manchester United youth team
2210,TEA Mandalskameratene - Norway
2211,TEA Mangualde - Portugal
2212,TEA Manisaspor - Turkey
2213,TEA Manning - South Africa
2214,TEA Manning Rangers - South Africa
2215,TEA Mansfield - England
2216,TEA Mansfield Town - England
2217,TEA Mantova - Italy
2218,TEA Marek - Bulgaria
2219,TEA Marek Dupnitsa - Bulgaria
2220,TEA Margveti Zostafoni - Georgia
2221,TEA Maribor - Slovenia
2222,TEA Maribor reserves
2223,TEA Maribor youth team
2224,TEA Mariehamn - Finland
2225,TEA Marila Pribram - Czech Rep
2226,TEA Maritimo - Portugal
2227,TEA Maritimo Funchal - Portugal
2228,TEA Mark Pros - Liberia
2229,TEA Marrakesh - Morocco
2230,TEA Marseille - France
2231,TEA Marseille reserves
2232,TEA Marseille youth team
2233,TEA Martigues - France
2234,TEA MAS Fez - Morocco
2235,TEA Mashuk-KMV - Russia
2236,TEA Mashuk-KMV Pyatigorsk - Russia
2237,TEA Masvingo United - Zimbabwe
2238,TEA Masvingo Utd - Zimbabwe
2239,TEA Mattersburg - Austria
2240,TEA Mavrica - Slovenia
2241,TEA MB Angels - Liberia
2242,TEA Mbini - Guinea
2243,TEA MC Alger - Algeria
2244,TEA MC Oran - Algeria
2245,TEA MC Oujda - Morocco
2246,TEA MC Saida - Algeria
2247,TEA Mechelen - Belgium
2248,TEA Medellin - Columbia
2249,TEA Medine - Cameroon
2250,TEA Medjimurje - Croatia
2251,TEA Melbourne - Australia
2252,TEA Melbourne City - Australia
2253,TEA Melbourne Victory - Australia
2254,TEA Melgar - Peru
2255,TEA Melipilla - Chile
2256,TEA Merani Tblisi - Georgia
2257,TEA Merida - Spain
2258,TEA Mes - Iran
2259,TEA Meskheti - Georgia
2260,TEA Meskheti Aktaltsikhe - Georgia
2261,TEA Messina - Italy
2262,TEA Metalist - Ukraine
2263,TEA Metalist Kharkiv - Ukraine
2264,TEA Metallurg-Kuzbass - Russia
2265,TEA Metalurg - Bulgaria
2266,TEA Metalurg reserves
2267,TEA Metalurg youth team
2268,TEA Metalurgs - Latvia
2269,TEA Metalurgs Liepaya - Latvia
2270,TEA Metalurh D - Ukraine
2271,TEA Metalurh Donetsk - Ukraine
2272,TEA Metalurh M - Ukraine
2273,TEA Metalurh Z - Ukraine
2274,TEA Metz - France
2275,TEA Metz reserves
2276,TEA Metz youth team
2277,TEA MFK - Slovakia
2278,TEA MFK Kosice - Slovakia
2279,TEA MFK Ruzomberok - Slovakia
2280,TEA MGB - Germany
2281,TEA MGB reserves
2282,TEA MGB youth team
2283,TEA Mglebi - Georgia
2284,TEA Mglebi Zugdidi - Georgia
2285,TEA Middlesbro - England
2286,TEA Middlesbro reserves
2287,TEA Middlesbro youth team
2288,TEA Middlesbrough - England
2289,TEA Middlesbrough reserves
2290,TEA Middlesbrough youth team
2291,TEA Midtjylland - Denmark
2292,TEA Midtjylland reserves
2293,TEA Midtjylland youth team
2294,TEA Millonarios - Columbia
2295,TEA Millwall - England
2296,TEA Milton Keyne Dons - England
2297,TEA Mindelo - Cape Verde
2298,TEA Mineiro - Brazil
2299,TEA Minjor - Bulgaria
2300,TEA Minjor Pernik - Bulgaria
2301,TEA Minnesota United FC - America
2302,TEA Minnesota United FC reserves
2303,TEA Minnesota United FC youth team
2304,TEA Minnesota Utd - America
2305,TEA Minnesota Utd reserves
2306,TEA Minnesota Utd youth team
2307,TEA Miramar - Uruguay
2308,TEA Miramar Misiones - Uruguay
2309,TEA MK Dons - England
2310,TEA MK Wimbledon - England
2311,TEA MK Wimbledon reserves
2312,TEA MK Wimbledon youth team
2313,TEA Mladost 127 - Croatia
2314,TEA Mladost Lucani - Serbia
2315,TEA Modena - Italy
2316,TEA Mokawloon - Egypt
2317,TEA Molde - Norway
2318,TEA Molde reserves
2319,TEA Molde youth team
2320,TEA Moldova-Gaz - Moldova
2321,TEA Molodechno - Belarus
2322,TEA Momads - Guinea
2323,TEA Monaco - France
2324,TEA Monaco reserves
2325,TEA Monaco youth team
2326,TEA Monarcas - Mexico
2327,TEA Mongoma - Guinea
2328,TEA Monomatapa - Zimbabwe
2329,TEA Mons - Belgium
2330,TEA Monterrey - Mexico
2331,TEA Montevideo Wanderers - Uruguay
2332,TEA Montijo - Portugal
2333,TEA Montpellier - France
2334,TEA Montpellier HSC - France
2335,TEA Montpellier HSC reserves
2336,TEA Montpellier HSC youth team
2337,TEA Montpellier reserves
2338,TEA Montpellier youth team
2339,TEA Montreal - America
2340,TEA Montreal Impact - America
2341,TEA Montreal Impact reserves
2342,TEA Montreal Impact youth team
2343,TEA Montreal reserves
2344,TEA Montreal youth team
2345,TEA Montrose - Scotland
2346,TEA Monza - Italy
2347,TEA Morabeza - Cape Verde
2348,TEA Mordovia Saransk - Russia
2349,TEA Morecombe - England
2350,TEA Moreirense - Portugal
2351,TEA Moreirense reserves
2352,TEA Moreirense youth team
2353,TEA Morelia - Mexico
2354,TEA Moroka - South Africa
2355,TEA Moroka Swallows - South Africa
2356,TEA Morton - Scotland
2357,TEA Morton reserves
2358,TEA Morton youth team
2359,TEA Moss - Norway
2360,TEA Most - Czech Rep
2361,TEA Mostar - Bosnia
2362,TEA Mother City - South Africa
2363,TEA Motherwell - Scotland
2364,TEA Motherwell reserves
2365,TEA Motherwell youth team
2366,TEA Motor Action - Zimbabwe
2367,TEA Mount Cameroon de Buea - Cameroon
2368,TEA Mount d'Akonalinga - Cameroon
2369,TEA Mouscron - Belgium
2370,TEA MS Ashdod - Israel
2371,TEA MSK Zilina - Slovakia
2372,TEA MSV Duisburg - Germany
2373,TEA MSV Duisburg reserves
2374,TEA MSV Duisburg youth team
2375,TEA MTK Budapest - Hungary
2376,TEA MTK Budapest reserves
2377,TEA MTK Budapest youth team
2378,TEA Mulhouse - France
2379,TEA Munich - Germany
2380,TEA Munich 1860 - Germany
2381,TEA Munich 1860 reserves
2382,TEA Munich 1860 youth team
2383,TEA Munich reserves
2384,TEA Munich youth team
2385,TEA Municipal - Peru
2386,TEA Mura - Slovenia
2387,TEA Murcia - Spain
2388,TEA Mutare Utd - Zimbabwe
2389,TEA MVV Maastricht - Holland
2390,TEA Mwana Africa - Zimbabwe
2391,TEA Mypa - Finland
2392,TEA Mypa Anjanlankoski - Finland
2393,TEA N Assembly - Zambia
2394,TEA N Lendeva - Slovenia
2395,TEA N Stars - Ghana
2396,TEA N Xamax - Switzerland
2397,TEA NA Hussein Dey - Algeria
2398,TEA Nabasa United FC - Guinea
2399,TEA Nabasa Utd - Guinea
2400,TEA NAC Breda - Holland
2401,TEA NAC Breda reserves
2402,TEA NAC Breda youth team
2403,TEA Nacional - Paraguay
2404,TEA Nacional - Portugal
2405,TEA Nacional - Uruguay
2406,TEA Nacional Madeira - Portugal
2407,TEA Nafta Lendeva - Slovenia
2408,TEA Naftex - Bulgaria
2409,TEA Naftovyk-Ukrnafta Okhtyrka - Ukraine
2410,TEA Najran - Saudi Arabia
2411,TEA Nakambala - Zambia
2412,TEA Nakambala Leopards - Zambia
2413,TEA Nalchik - Russia
2414,TEA Nantes - France
2415,TEA Nantes Atlantique - France
2416,TEA Nantes Atlantique reserves
2417,TEA Nantes Atlantique youth team
2418,TEA Nantes reserves
2419,TEA Nantes youth team
2420,TEA Napoli - Italy
2421,TEA Napoli reserves
2422,TEA Napoli youth team
2423,TEA Napredak - Serbia
2424,TEA Napredak Krusevac - Serbia
2425,TEA Nasarawa United - Nigeria
2426,TEA Nasarawa Utd - Nigeria
2427,TEA Nashville SC - America
2428,TEA Nashville SC reserves
2429,TEA Nashville SC youth team
2430,TEA Nastic - Spain
2431,TEA National - Romania
2432,TEA National Assembly - Zambia
2433,TEA National Bucharest - Romania
2434,TEA Nautico - Brazil
2435,TEA Naval - Portugal
2436,TEA Nchanga - Zambia
2437,TEA Nchanga Rangers - Zambia
2438,TEA Ndiambour - Senegal
2439,TEA Ndola Utd - Zambia
2440,TEA NE Stars - Trinidad
2441,TEA Neath - Wales
2442,TEA NEC Nijmegan - Holland
2443,TEA Necaxa - Mexico
2444,TEA Necaxa reserves
2445,TEA Necaxa youth team
2446,TEA Neftekhimik - Russia
2447,TEA Neftekhimik Nizhmekamsk - Russia
2448,TEA Neman - Belarus
2449,TEA Neman Grodno - Belarus
2450,TEA Neoplan Stars - Ghana
2451,TEA Neuchatel Xamax - Switzerland
2452,TEA New England - America
2453,TEA New England reserves
2454,TEA New England Revolution - America
2455,TEA New England Revolution reserves
2456,TEA New England Revolution youth team
2457,TEA New England youth team
2458,TEA New York City - America
2459,TEA New York City FC - America
2460,TEA New York City FC reserves
2461,TEA New York City FC youth team
2462,TEA New York City reserves
2463,TEA New York City youth team
2464,TEA New York Red Bulls - America
2465,TEA New York Red Bulls reserves
2466,TEA New York Red Bulls youth team
2467,TEA Newcastle - England
2468,TEA Newcastle J - Australia
2469,TEA Newcastle reserves
2470,TEA Newcastle United - England
2471,TEA Newcastle United Jets - Australia
2472,TEA Newcastle United reserves
2473,TEA Newcastle United youth team
2474,TEA Newcastle youth team
2475,TEA Newell`s Old Boys - Argentina
